"Proposal","Votes cast","Yes","Abstain","Meets approval threshold","Requested Ada","Status","Fund depletion","Reason for not funded status"
"Cardano Insight: Open-Source Project Analytics","224","₳31,005,731","₳46,788,894","NO","₳98,000","NOT FUNDED","₳302","Approval Threshold"
"Maintain latest aarch64 (ARM) compliant static binaries for Cardano SPOs, developers and users","221","₳30,661,012","₳32,837,405","NO","₳27,000","NOT FUNDED","₳302","Approval Threshold"
"Blockchain for Home-Based Healthcare: Secure Patient Records","211","₳30,659,372","₳43,616,710","NO","₳160,000","NOT FUNDED","₳302","Approval Threshold"
"[LANTR] Fee Market Implementation for Cardano Node","272","₳30,356,619","₳51,882,712","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Friendly Hydra Explorer","260","₳30,263,945","₳41,787,376","NO","₳76,000","NOT FUNDED","₳302","Approval Threshold"
"NeoPRISM - Rust PRISM Node goes to production, supporting wider community use cases","219","₳30,073,483","₳46,747,250","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano-Python SDK: Streamlined Integration for Developers","242","₳30,006,017","₳46,890,477","NO","₳45,000","NOT FUNDED","₳302","Approval Threshold"
"Decentralized Judiciary System with Cardano Smart Contracts","204","₳29,897,810","₳47,085,339","NO","₳130,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Insight: AI-Powered Contract Analyzer","207","₳29,466,441","₳37,020,037","NO","₳120,000","NOT FUNDED","₳302","Approval Threshold"
"Global Health on the Blockchain: Secure and Accessible Patient Records","216","₳29,320,219","₳44,548,681","NO","₳120,000","NOT FUNDED","₳302","Approval Threshold"
"AI-Powered Dune Analytics Clone for Cardano: Open-Source Toolkit for Custom Real-Time On-Chain & DeFi Dashboards","241","₳29,183,366","₳48,302,584","NO","₳145,000","NOT FUNDED","₳302","Approval Threshold"
"Automated Testing Framework for Cardano Smart Contracts","206","₳28,907,802","₳26,984,605","NO","₳100,000","NOT FUNDED","₳302","Approval Threshold"
"Protofire - Smart Contracts Unleashed: Mastering Cardano Development","208","₳28,887,317","₳43,249,494","NO","₳70,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Starter Kit: Simplifying dApp Development on Cardano","222","₳28,833,129","₳47,927,570","NO","₳120,000","NOT FUNDED","₳302","Approval Threshold"
"ModelTrust: Decentralized AI Model Verification Framework","220","₳28,636,351","₳43,240,149","NO","₳98,000","NOT FUNDED","₳302","Approval Threshold"
"Dynamic Royalties & Burning Tools for Creators | NFT Guild","243","₳28,488,777","₳56,626,428","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"DRep Governance Dashboard","208","₳28,397,459","₳32,913,161","NO","₳80,500","NOT FUNDED","₳302","Approval Threshold"
"CSWAP: Advanced RWA Standards, Templates","230","₳28,223,416","₳52,803,349","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
".NET SDK for CardanoBI API","228","₳28,204,277","₳26,671,122","NO","₳19,950","NOT FUNDED","₳302","Approval Threshold"
"Phase 2: Universal ADA Payment Gateway for 45%+ of Global Websites","245","₳28,132,084","₳39,521,446","NO","₳75,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Test Wallet: E2E DApp Testing & Private Network","218","₳27,910,771","₳29,301,898","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Blockchain E-Learning Web App for High School & University Freshmen Students in Ethiopia","220","₳27,909,613","₳49,068,149","NO","₳120,000","NOT FUNDED","₳302","Approval Threshold"
"Proposal Title: Decentralized Tax Payment & Verification on Cardano","204","₳27,772,344","₳44,288,716","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Tap to earn telegram mini app","215","₳27,664,580","₳36,817,870","NO","₳110,000","NOT FUNDED","₳302","Approval Threshold"
"SAIB: Chrysalis – A Modern C# Serialization Library for .NET Cardano Development","232","₳27,302,483","₳47,553,478","NO","₳190,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Playground++: Code, Compile & Deploy in One Place","220","₳27,077,237","₳46,732,264","NO","₳65,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Mobile Multisig Wallet","257","₳27,028,942","₳40,087,195","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"GameChanger: Open sourcing GCFS to put dapps FULLY on-chain, not in centralized nor external infrastructure","247","₳26,916,085","₳49,334,967","NO","₳195,965","NOT FUNDED","₳302","Approval Threshold"
"Cardano Dev Assistant: An AI-Powered VS Code Extension","199","₳26,827,484","₳46,412,004","NO","₳94,700","NOT FUNDED","₳302","Approval Threshold"
"[TEX] Marlowe Hub","208","₳26,699,990","₳29,635,282","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Biometric Access Identity Verification System (BAIVS) – A Customizable Blockchain-Based Solution for Secure Corporate Access Control on Cardano","223","₳26,688,466","₳26,854,259","NO","₳175,000","NOT FUNDED","₳302","Approval Threshold"
"Blockchain-Powered E-commerce Platform","191","₳26,677,093","₳27,298,524","NO","₳110,000","NOT FUNDED","₳302","Approval Threshold"
"Sky Protocol level 2—a Proof-of-Authority (PoA) Data Availability (DA) network for Cardano.","267","₳26,607,688","₳39,800,302","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Poker: Blockchain Card Game","254","₳26,462,998","₳53,205,078","NO","₳25,000","NOT FUNDED","₳302","Approval Threshold"
"A Cardano Development Roadmap and Tooling Platform","237","₳25,905,977","₳49,348,419","NO","₳94,000","NOT FUNDED","₳302","Approval Threshold"
"Paas open-source off-chain libraries, web3 UI components to build dApp transactions (TXs) with free Paas APIs","204","₳25,886,403","₳47,827,131","NO","₳115,000","NOT FUNDED","₳302","Approval Threshold"
"Open-Source Cardano Payment Gateway for E-Commerce mini app","229","₳25,723,120","₳40,469,621","NO","₳130,000","NOT FUNDED","₳302","Approval Threshold"
"MAYZ - Cardano Index Funds - FlexToken Orders","254","₳25,720,213","₳44,680,344","NO","₳140,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Smart Contract Testing Sandbox for Developers","222","₳25,708,373","₳46,153,812","NO","₳115,000","NOT FUNDED","₳302","Approval Threshold"
"QR-Code-TxTemplates Creator (for SPOs, DReps, NFT, Educators)","194","₳25,655,068","₳44,449,685","NO","₳25,000","NOT FUNDED","₳302","Approval Threshold"
"Open Wallet Score (OWS). An AI deterctor to empower safe authentic P2P interactions against impersonation / AI / bots, and bad actors by giving each wallet an objective score based on chain metrics.","190","₳25,251,218","₳39,898,336","NO","₳75,000","NOT FUNDED","₳302","Approval Threshold"
"CARPS: Cardano Plutus Package Registry","196","₳24,935,121","₳38,372,132","NO","₳96,000","NOT FUNDED","₳302","Approval Threshold"
"Advanced Smart-Contract Libraries: AI-Enhanced","212","₳24,903,598","₳35,489,074","NO","₳175,000","NOT FUNDED","₳302","Approval Threshold"
"Building Smart Contracts: A Comprehensive Learning Platform for Cardano Developers to Improve Skills in Plutus and Lucid Frameworks.","244","₳24,808,190","₳36,523,386","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Customizable Airdrops & Escrow Tools for Creators | NFT Guild","208","₳24,714,684","₳39,523,294","NO","₳199,600","NOT FUNDED","₳302","Approval Threshold"
"Cardano Browser: Your Gateway to the Cardano Ecosystem - Earn ADA While Browsing, Block Ads or Get Paid to Watch","235","₳24,482,824","₳43,635,618","NO","₳85,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Collectibles: A Decentralized Trading Card Game.","204","₳24,297,560","₳33,531,893","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Learn and Play: Cardano for Kids","231","₳24,220,051","₳41,808,670","NO","₳195,000","NOT FUNDED","₳302","Approval Threshold"
"Decentralized Microloan Platform on Cardano","197","₳24,185,926","₳30,985,461","NO","₳70,000","NOT FUNDED","₳302","Approval Threshold"
"AI-Based Smart Contract Auditing Tool that saves millions from being stolen","225","₳24,099,370","₳32,421,983","NO","₳45,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano X Polkadot - SubCatalyst","261","₳23,948,478","₳46,108,831","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"AI-powered Autonomous Cardano Stake Pool Operator","240","₳23,845,772","₳43,217,481","NO","₳190,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Assistant","231","₳23,758,573","₳49,880,481","NO","₳95,000","NOT FUNDED","₳302","Approval Threshold"
"Learn.AI For AIKEN Education Growth","194","₳23,622,292","₳43,764,312","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Threat Intelligence: A Security Education Platform","279","₳23,609,330","₳37,512,910","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano AI-Powered Learning Management System","209","₳23,529,559","₳48,578,174","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Wallet Management System","185","₳23,468,323","₳26,767,399","NO","₳45,000","NOT FUNDED","₳302","Approval Threshold"
"CardanoPilot: AI powered Smart Contract Audit Companion","200","₳23,414,852","₳27,322,676","NO","₳149,000","NOT FUNDED","₳302","Approval Threshold"
"AI-Driven Predictive Analytics for Network Performance and Security Optimization on Cardano","186","₳23,355,673","₳38,740,270","NO","₳188,000","NOT FUNDED","₳302","Approval Threshold"
"MISRA compliant C SDK for Blockfrost API","205","₳23,241,813","₳29,178,972","NO","₳75,000","NOT FUNDED","₳302","Approval Threshold"
"New set of daily tooling for Cardano developers","228","₳23,066,310","₳38,577,032","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"HX-DAO: Empowering Human Value Exchange on Cardano","174","₳22,881,485","₳37,010,796","NO","₳100,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Telegram Wallet with DeFi Integration & Whale Watcher","244","₳22,870,444","₳51,975,984","NO","₳180,000","NOT FUNDED","₳302","Approval Threshold"
"Elliptic: DePin Partnerchain Framework for Cardano","206","₳22,861,310","₳53,411,120","NO","₳70,000","NOT FUNDED","₳302","Approval Threshold"
"Golang SDK for CardanoBI API","213","₳22,436,434","₳29,935,293","NO","₳19,950","NOT FUNDED","₳302","Approval Threshold"
"[ DjedAlliance - StableOrder ] hodlCoin Staking Platform","244","₳22,410,947","₳31,773,693","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano AI Mentor","214","₳22,382,384","₳36,446,456","NO","₳147,435","NOT FUNDED","₳302","Approval Threshold"
"Cardano Blockchain Academy (CBA) – blockchain education focusing on the Cardano ecosystem, DeFi, and staking mechanisms.","196","₳22,301,046","₳39,717,587","NO","₳100,000","NOT FUNDED","₳302","Approval Threshold"
"Universal Decentralized Voting System (UDVS) – A Blockchain-Based Global Voting Platform for Transparent, Secure, and Inclusive Elections Using Cardano.","208","₳22,117,160","₳33,179,526","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano-Integrated Crypto Asset Management App with Multi-Wallet Tracking and Portfolio Analytics","187","₳22,059,439","₳31,039,415","NO","₳90,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Marketplace SDK","215","₳21,958,107","₳49,306,343","NO","₳90,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Oracle DAO","225","₳21,955,846","₳40,970,783","NO","₳99,750","NOT FUNDED","₳302","Approval Threshold"
"Foreon Network Oracles: Trustworthy Cardano Oracles For Real World Data","221","₳21,936,827","₳42,276,897","NO","₳50,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Gamified NFT Arena: A Play-to-Earn Gaming Platform","229","₳21,674,071","₳43,435,738","NO","₳100,000","NOT FUNDED","₳302","Approval Threshold"
"Open source Professional Network Platform for People in Blockchain, Web3 and Crypto - CardanoFeed","238","₳21,458,518","₳46,056,900","NO","₳199,893","NOT FUNDED","₳302","Approval Threshold"
"A Secure Blockchain Voting System","239","₳20,987,538","₳33,632,944","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Java SDK for CardanoBI API","213","₳20,967,919","₳44,482,348","NO","₳19,950","NOT FUNDED","₳302","Approval Threshold"
"[selfdriven] Cardano.Build v2 Upgrade","205","₳20,811,552","₳40,086,205","NO","₳60,000","NOT FUNDED","₳302","Approval Threshold"
"Your Identity, Your Rules.","250","₳20,772,382","₳58,401,547","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Standardizing Global Game Development: Play-to-Earn ADA","215","₳20,742,812","₳42,018,839","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Microfinance Platform: Enabling Access to Capital for Underserved Communities","203","₳20,741,153","₳33,266,388","NO","₳50,000","NOT FUNDED","₳302","Approval Threshold"
"On-chain Timelock Capabilities","209","₳20,722,514","₳43,752,390","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Gallery and Library - A Comprehensive Library for Everything Cardano","191","₳20,531,918","₳46,561,949","NO","₳80,000","NOT FUNDED","₳302","Approval Threshold"
"Crypto Tycoon: Build Your Blockchain Empire","228","₳20,297,389","₳53,177,474","NO","₳45,000","NOT FUNDED","₳302","Approval Threshold"
"Open the Identus Sandbox to the community and maintain it for 1 year","208","₳20,279,912","₳30,140,206","NO","₳175,000","NOT FUNDED","₳302","Approval Threshold"
"SAIB: Buriza.Core – The Library Behind Buriza, the Truly Open Source, Cross-Platform Cardano Wallet","198","₳20,272,939","₳48,131,592","NO","₳190,000","NOT FUNDED","₳302","Approval Threshold"
"Paideia: On-Chain Trustless Profit Distribution System for Cardano - Smart Contract and CLI","200","₳20,113,042","₳37,808,957","NO","₳190,000","NOT FUNDED","₳302","Approval Threshold"
"Amharic UI for Project Catalyst (Ethiopia)","191","₳20,051,626","₳35,206,406","NO","₳189,000","NOT FUNDED","₳302","Approval Threshold"
"Telegram Mini App Game for Cardano","226","₳20,050,008","₳35,774,488","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Empowering the Cardano Ecosystem: Accelerating DApp Development","178","₳19,875,568","₳51,087,847","NO","₳100,000","NOT FUNDED","₳302","Approval Threshold"
"DIY CardanoBot - Build your bot with Zero cost","238","₳19,788,941","₳33,292,278","NO","₳46,550","NOT FUNDED","₳302","Approval Threshold"
"Decentralized Java Marketplace","230","₳19,773,913","₳45,422,225","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Tours","194","₳19,571,742","₳55,685,405","NO","₳87,770","NOT FUNDED","₳302","Approval Threshold"
"[selfdriven] CardanoWallets.io v2 Upgrade","220","₳19,444,294","₳42,738,825","NO","₳48,000","NOT FUNDED","₳302","Approval Threshold"
"Multisig Wallet Library with APIs for Cardano","212","₳19,429,096","₳32,691,682","NO","₳37,000","NOT FUNDED","₳302","Approval Threshold"
"Decentralized Company Management System with Smart Contracts","194","₳19,088,954","₳32,594,475","NO","₳100,000","NOT FUNDED","₳302","Approval Threshold"
"Crowdsourced Urban Planning on Cardano","189","₳18,982,474","₳45,491,274","NO","₳75,000","NOT FUNDED","₳302","Approval Threshold"
"Educating student in cardano app","202","₳18,963,373","₳35,570,557","NO","₳50,000","NOT FUNDED","₳302","Approval Threshold"
"CardanoDevSync (CDS) – A Decentralized Developer Productivity and Collaboration Tool on Cardano.","172","₳18,884,502","₳36,324,791","NO","₳175,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano-Based Microfinance Platform","211","₳18,805,314","₳48,001,008","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Education Platform: Blockchain & Crypto by Ashewa","187","₳18,542,741","₳32,097,035","NO","₳175,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano RealEstate & AutoChain: Decentralized Ownership Platform","218","₳18,467,879","₳47,803,128","NO","₳185,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano API Aggregator: Simplifying Access for Developers","204","₳18,441,564","₳42,403,060","NO","₳60,000","NOT FUNDED","₳302","Approval Threshold"
"Open-Sourcing Multisafe: Accessible Multisig for Cardano","180","₳18,318,499","₳33,720,942","NO","₳160,000","NOT FUNDED","₳302","Approval Threshold"
"Ikigai | Charity SDK","206","₳18,311,413","₳45,381,202","NO","₳87,059","NOT FUNDED","₳302","Approval Threshold"
"Identus: Complete SD-JWT-VC Support","210","₳18,151,423","₳40,353,095","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano DevBot: Your AI Assistant for Cardano","191","₳18,014,817","₳42,762,889","NO","₳70,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Battle Arena: NFT Fighting Game","230","₳17,992,850","₳55,268,175","NO","₳45,000","NOT FUNDED","₳302","Approval Threshold"
"Blockchain-Driven Supply Chain & Logistics Transformation","198","₳17,817,844","₳47,480,667","NO","₳120,000","NOT FUNDED","₳302","Approval Threshold"
"Open source ERP for Developers Building on Cardano","187","₳17,746,867","₳28,603,326","NO","₳125,000","NOT FUNDED","₳302","Approval Threshold"
"CFC( cardano for commerce)","193","₳17,584,234","₳50,335,578","NO","₳104,166","NOT FUNDED","₳302","Approval Threshold"
"stealthWallet - Open Source Hardware Wallet","225","₳17,555,737","₳35,572,025","NO","₳74,285","NOT FUNDED","₳302","Approval Threshold"
"Smart Transaction Batching for Optimized Cardano Network Efficiency","185","₳17,261,752","₳29,775,924","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Developer Toolkit","231","₳17,213,162","₳49,083,325","NO","₳75,000","NOT FUNDED","₳302","Approval Threshold"
"Jupyter Notebooks Support for Plutus Smart Contracts","200","₳17,051,606","₳46,435,155","NO","₳45,000","NOT FUNDED","₳302","Approval Threshold"
"Establishing a Network of Interconnected, Interest-Based Clubs Across Universities","177","₳17,026,756","₳56,804,949","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Decentralized Water & Electricity Payment System on Cardano","217","₳16,958,650","₳38,148,948","NO","₳110,000","NOT FUNDED","₳302","Approval Threshold"
"Empowering Farmers and Merchants: A Cardano-Based Platform for Agricultural Growth and ADA-Backed Financing","205","₳16,787,505","₳47,542,669","NO","₳71,540","NOT FUNDED","₳302","Approval Threshold"
"Cardano Full-Stack dApp Framework Simplifying On-Chain and Off-Chain Development","185","₳16,776,393","₳30,467,250","NO","₳120,000","NOT FUNDED","₳302","Approval Threshold"
"Blockchain-Based Gym Membership System with Cardano Integration","209","₳16,761,778","₳49,568,911","NO","₳120,000","NOT FUNDED","₳302","Approval Threshold"
"Sutra: Build Cardano Application using Elixir Language [Open source]","194","₳16,660,295","₳45,466,584","NO","₳182,812","NOT FUNDED","₳302","Approval Threshold"
"Advanced and Clear Cardano Explorer:","221","₳16,447,733","₳43,369,621","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"C^3(Cardano Credit Connect)","192","₳16,004,992","₳43,260,341","NO","₳25,000","NOT FUNDED","₳302","Approval Threshold"
"Diversum: An Inclusive Platform for Neurodivergent Individuals","182","₳15,903,446","₳46,214,825","NO","₳100,000","NOT FUNDED","₳302","Approval Threshold"
"care by cardano for patient","184","₳15,766,876","₳27,940,574","NO","₳30,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Big Brain: An Open-source Decentralized Cardano LLM","211","₳15,676,377","₳48,048,406","NO","₳193,500","NOT FUNDED","₳302","Approval Threshold"
"Cardano Farm: NFT Farming Game","249","₳15,609,487","₳52,262,942","NO","₳30,000","NOT FUNDED","₳302","Approval Threshold"
"Develop Crypto News Platform and Educate Users on the Cardano Ecosystem and Futures in ethiopia","184","₳15,480,105","₳47,784,154","NO","₳80,000","NOT FUNDED","₳302","Approval Threshold"
"OdyC DAO Cardano Developer Education Initiative","225","₳15,479,438","₳54,817,592","NO","₳75,000","NOT FUNDED","₳302","Approval Threshold"
"ADA + Compassion Fund","196","₳15,412,250","₳45,715,202","NO","₳32,000","NOT FUNDED","₳302","Approval Threshold"
"Warpcast Frame for Cardano: Decentralized Social Media Integration","181","₳15,406,538","₳42,626,136","NO","₳40,000","NOT FUNDED","₳302","Approval Threshold"
"Empowering Developers: Open Innovation on Cardano","175","₳15,373,745","₳44,761,490","NO","₳95,000","NOT FUNDED","₳302","Approval Threshold"
"KURAT TECH: Redefining Entertainment in Ethiopia with Cardano","232","₳15,271,389","₳41,005,536","NO","₳175,000","NOT FUNDED","₳302","Approval Threshold"
"CryptoKids: Teaching Blockchain and Cardano to Children","218","₳15,247,488","₳47,749,522","NO","₳175,000","NOT FUNDED","₳302","Approval Threshold"
"Web based prescription and drug locating system","219","₳15,119,700","₳49,268,758","NO","₳100,000","NOT FUNDED","₳302","Approval Threshold"
"Decentralized Bug Bounty Platform for Cardano","207","₳15,100,931","₳47,804,127","NO","₳50,000","NOT FUNDED","₳302","Approval Threshold"
"TrustorTask: Trusted Earns, Powerful Promotions, Simple Way","205","₳14,955,476","₳32,262,135","NO","₳107,886","NOT FUNDED","₳302","Approval Threshold"
"Identus: Support for DWN (Distributed Web Nodes)","193","₳14,915,504","₳51,888,797","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Decentralized Mental Health Solutions on Cardano: Enhancing Accessibility and Support","202","₳14,885,274","₳48,837,624","NO","₳75,000","NOT FUNDED","₳302","Approval Threshold"
"AI-Powered Chatbot Assistant for the Project Catalyst Community and Proposers","220","₳14,843,331","₳30,317,398","NO","₳50,000","NOT FUNDED","₳302","Approval Threshold"
"Fast-Track Cardano Development with Containerised API Suite","202","₳14,832,342","₳47,168,079","NO","₳53,200","NOT FUNDED","₳302","Approval Threshold"
"CIP-60 Music Metadata Enrichment Tooling","229","₳14,806,112","₳40,441,625","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Government back & pushed training program for high school and college for block chain integration into apps , system development , & game development for the general public and specialized courses locally rolled before nationally rolled out","213","₳14,724,724","₳46,616,255","NO","₳100,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Personal Finance Academy (CPFA) – Empowering users with blockchain-based personal finance education.","185","₳14,506,449","₳34,088,758","NO","₳100,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Kids' Coding Challenge","241","₳14,473,518","₳55,700,145","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Trading & Whale Movement Tracker - Telegram Mini App","204","₳14,305,679","₳40,329,857","NO","₳120,000","NOT FUNDED","₳302","Approval Threshold"
"Optimizing Project Management Tools for Effective Volunteer Coordination","174","₳14,305,261","₳39,508,547","NO","₳130,000","NOT FUNDED","₳302","Approval Threshold"
"Empowering Blockchain Education in Ethiopia: Enhancing Cardano Awareness Through a Telegram Mini App and Reward-Based Learning","209","₳14,282,239","₳44,513,438","NO","₳51,428","NOT FUNDED","₳302","Approval Threshold"
"dApp Wallet Integration Tool (Mandala)","215","₳13,849,707","₳32,158,629","NO","₳100,000","NOT FUNDED","₳302","Approval Threshold"
"Open-Source CIP/CPS Insights: Driving Data-Driven Development","188","₳13,721,499","₳31,194,476","NO","₳49,000","NOT FUNDED","₳302","Approval Threshold"
"Automated Website Scraper for Dead Link Detection in Cardano official Documentation. Open Source - Github client","196","₳13,335,730","₳45,952,107","NO","₳87,000","NOT FUNDED","₳302","Approval Threshold"
"AdaTalent: Open-Source Platform for Cardano Talent Matching","189","₳13,324,947","₳37,678,366","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Safe Nest Application – Parental Control for Kid Safety","189","₳13,144,830","₳29,194,163","NO","₳30,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Crowdsourced Threat Intelligence","188","₳13,105,243","₳50,947,410","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Solving Real World Problems...","227","₳12,801,323","₳57,235,901","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Mekenet Wallet","195","₳12,613,493","₳63,438,173","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Token Deployment Simplified","215","₳12,597,076","₳40,935,165","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"[TEX] EduChain: Education management system applying blockchain technology on the Cardano platform","196","₳12,314,494","₳49,419,353","NO","₳158,500","NOT FUNDED","₳302","Approval Threshold"
"Betting in Ethiopia Using only ADA","217","₳12,293,806","₳35,657,955","NO","₳50,000","NOT FUNDED","₳302","Approval Threshold"
"Decentralized Review and Reputation-Based Incentive System","190","₳12,159,902","₳49,576,778","NO","₳187,500","NOT FUNDED","₳302","Approval Threshold"
"DeTask: A Cardano Bounty Platform for developers.","180","₳11,666,232","₳49,877,136","NO","₳70,000","NOT FUNDED","₳302","Approval Threshold"
"cardano-reactor: Accelerating React-based Cardano Development","160","₳11,658,499","₳36,649,310","NO","₳65,000","NOT FUNDED","₳302","Approval Threshold"
"E-Test: Online Testing Platform for Ethiopian University Entrance Examination Preparation Using Blockchain Technology","187","₳11,461,050","₳48,539,239","NO","₳80,000","NOT FUNDED","₳302","Approval Threshold"
"Redefining Cardano Access and Innovation for All Developer, Educator and Researcher","165","₳10,910,310","₳45,333,958","NO","₳99,000","NOT FUNDED","₳302","Approval Threshold"
"Telegram Crypto Portfolio Tracker: Empowering Cardano Users with Real-Time Insights and Management Tools","205","₳10,855,253","₳38,620,693","NO","₳130,000","NOT FUNDED","₳302","Approval Threshold"
"AnimationDev: Empowering Developers with Comprehensive Tools and Collaboration","172","₳10,305,846","₳40,166,287","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Cinematic Collective: Uniting Movie Lovers in the Blockchain Era","192","₳10,201,501","₳49,910,010","NO","₳113,333","NOT FUNDED","₳302","Approval Threshold"
"Developing Platform for general Education Engagement in Ethiopia","183","₳10,131,506","₳39,605,030","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"Cardano Symphony: A New Era of Music Data Insights","193","₳9,804,287","₳40,642,038","NO","₳150,000","NOT FUNDED","₳302","Approval Threshold"
"rent wise in ada","184","₳9,695,860","₳49,787,210","NO","₳71,000","NOT FUNDED","₳302","Approval Threshold"
"Advancing the Impact of Africa-Funded Projects with Data-Driven Transparency","181","₳9,689,491","₳34,436,164","NO","₳67,000","NOT FUNDED","₳302","Approval Threshold"
"Women of web3 platform in Ethiopia","232","₳9,592,770","₳49,282,815","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"EximChain","186","₳9,443,374","₳62,901,653","NO","₳200,000","NOT FUNDED","₳302","Approval Threshold"
"Telegram Smart Wallet for dReps and delegators (Account Abstraction in Governance)","180","₳8,671,123","₳35,425,673","NO","₳95,000","NOT FUNDED","₳302","Approval Threshold"
"Education Addis Immutable Student Registration on Cardano","174","₳8,632,382","₳49,714,301","NO","₳175,000","NOT FUNDED","₳302","Approval Threshold"
"Digital Course on Idea Generation for Cardano","170","₳6,488,148","₳39,898,818","NO","₳120,000","NOT FUNDED","₳302","Approval Threshold"
