"Proposal","Votes cast","Yes","Abstain","Meets approval threshold","Requested Ada","Status","Fund depletion","Reason for not funded status"
"CARDANO YOUTH FOOTBALLERS ONBOARDING","222","₳27,949,688","₳21,146,590","NO","₳30,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"CBDC in Ghana, Policy Initiative to Safeguard Crypto Space - Awareness","198","₳27,932,539","₳15,787,679","NO","₳70,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano DAO for Marketing and Education - Know Cardano","258","₳27,877,390","₳20,190,508","NO","₳163,915","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Online Bootcamp for Non-Developers","244","₳27,857,427","₳14,751,867","NO","₳18,500","NOT FUNDED","₳1,389,022","Approval Threshold"
"Community Governance Oversight (CGO)","196","₳27,769,330","₳18,161,961","NO","₳82,050","NOT FUNDED","₳1,389,022","Approval Threshold"
"African Journalists for Blockchain - AJEOT 2024","218","₳27,474,088","₳12,989,116","NO","₳45,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Vcoincheck quizz - Quizz and earn everything!!!","282","₳27,343,067","₳17,162,487","NO","₳57,200","NOT FUNDED","₳1,389,022","Approval Threshold"
"S3PBL: Practical learning opportunities for governance and decision-making","216","₳27,259,862","₳13,422,012","NO","₳125,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"[ADAXON] ADAByte: Byte-sized Programming Tutorials","218","₳27,092,630","₳12,886,367","NO","₳50,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"The Cardano Column on +Web3 Radio Show","248","₳27,050,833","₳12,697,856","NO","₳95,269","NOT FUNDED","₳1,389,022","Approval Threshold"
"Discover Cardano stand at Token 2049 Dubai","260","₳27,039,980","₳21,491,574","NO","₳120,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Multilingual Education Online Comic Book","239","₳26,975,850","₳14,511,104","NO","₳24,013","NOT FUNDED","₳1,389,022","Approval Threshold"
"SPO Workshop in Indonesia Communities","203","₳26,948,164","₳9,561,513","NO","₳15,372","NOT FUNDED","₳1,389,022","Approval Threshold"
"ElevateGhana: AIESEC Alliance- Unleashing Potential, Transforming Futures with Cardano Blockchain and Project Catalyst","198","₳26,914,486","₳14,915,460","NO","₳24,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Creating a local language Web 3.0 dictionary","218","₳26,831,377","₳14,707,868","NO","₳39,740","NOT FUNDED","₳1,389,022","Approval Threshold"
"Incorponation - Automated incorporation tool for Cardano projects","205","₳26,825,729","₳15,728,157","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Chat Dads: AI-powered Father Figures for the Cardano Community","215","₳26,778,814","₳16,681,707","NO","₳45,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"DeFi School 2.0: Intensive course","264","₳26,774,294","₳22,236,915","NO","₳45,430","NOT FUNDED","₳1,389,022","Approval Threshold"
"Create multi-social media to educate people about the Cardano ecosystem","218","₳26,657,578","₳14,116,577","NO","₳22,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Community Hub: Fostering Learning and Engagement on Dacade","187","₳26,618,145","₳8,827,297","NO","₳75,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Empowering Lagos: Decentralized Community Gatherings to Boost Cardano Adoption and Training","193","₳26,604,992","₳16,927,749","NO","₳50,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Interviews: Video and Full text version - 30+ interviews at Cryptotexty media","205","₳26,590,705","₳16,736,242","NO","₳59,970","NOT FUNDED","₳1,389,022","Approval Threshold"
"Community Arts Collaborative Mental Health Initiative","245","₳26,369,384","₳40,460,347","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"The 1st fantasy webtoon comic on Cardano. One of the best way to attract adopters on-chain.","228","₳26,138,350","₳25,152,561","NO","₳198,485","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Cycling Tour","239","₳26,062,610","₳14,168,931","NO","₳33,142","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Wieczorową Porą - Spaces, podcasts & YT for Polish Community","207","₳25,998,593","₳11,447,603","NO","₳25,200","NOT FUNDED","₳1,389,022","Approval Threshold"
"From Zero to AdApps","212","₳25,915,667","₳10,678,597","NO","₳40,547","NOT FUNDED","₳1,389,022","Approval Threshold"
"Amharic Cardano: YouTube Channel for the Amharic Speaking Community","192","₳25,889,574","₳18,882,103","NO","₳65,800","NOT FUNDED","₳1,389,022","Approval Threshold"
"From Ada to Asia","211","₳25,859,160","₳12,994,054","NO","₳129,600","NOT FUNDED","₳1,389,022","Approval Threshold"
"EmpowerNet: Bridging Education, Curation, and Community Impact Offline","198","₳25,648,225","₳14,180,018","NO","₳150,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"R- Cuisine: A curlinary School for the wider Cardano community","220","₳25,580,403","₳17,097,299","NO","₳20,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"An Educational Content and Media Support Plan for the longevity of Cardano Adoption","214","₳25,565,398","₳14,671,025","NO","₳120,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Scam School: An insightful comic series to help avoid scams","237","₳25,447,299","₳14,760,844","NO","₳30,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Preserving Cultural Heritage, Challenging Corruption, Protecting People and Planet with Streets of ADA - A Samsudin Brothers Projek","208","₳25,409,767","₳17,083,235","NO","₳149,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Grow Cardano Grow Balkan","218","₳25,322,029","₳14,138,458","NO","₳40,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Explorers: Explore the Cardano Ecosystem with Videos","212","₳25,296,731","₳11,759,424","NO","₳20,790","NOT FUNDED","₳1,389,022","Approval Threshold"
"Project Catalyst + Cardano Essentials in Sao Paulo, Brazil","209","₳25,269,043","₳15,726,333","NO","₳43,750","NOT FUNDED","₳1,389,022","Approval Threshold"
"Kakuma Studios - Cardano + Music Powered Impact Hub in Kenya with Onboarding Community Potential of 250k+","253","₳25,242,028","₳25,073,317","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"CQuizzes: Cardano campus outreach in India via interactive quizzes","203","₳25,079,904","₳13,628,376","NO","₳104,750","NOT FUNDED","₳1,389,022","Approval Threshold"
"Indonesia Digital Entrepreneur (IDE) - Blockchain Cardano: Engaging Indonesian Millenials, Gen-Z, and Enterpreneurs to know Cardano","216","₳25,074,156","₳13,314,398","NO","₳81,105","NOT FUNDED","₳1,389,022","Approval Threshold"
"Bridging Digital Divides: Cardano and Proof of Integrity Empowering Latin America's Underprivileged","210","₳24,867,594","₳10,377,144","NO","₳75,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Access users and build a robust community with multi-channel communication","240","₳24,810,727","₳17,043,496","NO","₳149,954","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Based Work Integrated Learning and Internship for Tertiary Students/Graduate","222","₳24,531,559","₳16,755,705","NO","₳100,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Vietnam News","282","₳24,420,869","₳19,877,142","NO","₳15,075","NOT FUNDED","₳1,389,022","Approval Threshold"
"Empowering the Cardano Community: Launching a Podcast Channel to Educate and Inform","198","₳24,379,230","₳11,776,352","NO","₳23,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Campus Incubation Hub","207","₳24,201,890","₳11,588,376","NO","₳28,400","NOT FUNDED","₳1,389,022","Approval Threshold"
"""CardanoStratMark - Strategic Marketing Agency for Proposals and Projects""","192","₳24,028,448","₳10,779,017","NO","₳100,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Empowered women","217","₳24,021,242","₳16,574,362","NO","₳48,230","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Literacy Club (CLC)","191","₳23,919,728","₳10,848,205","NO","₳35,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Funding Funnels: A Cardano-driven AI Event with Funding Pathway for Young Innovators","198","₳23,898,949","₳13,388,894","NO","₳60,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Smooth Onboarding and Migration Support to Cardano","285","₳23,773,211","₳28,663,145","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Empowering Cardano Adoption through Misconception Research","226","₳23,713,695","₳20,681,351","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Hub at the edge of civilization","201","₳23,679,280","₳11,818,305","NO","₳49,888","NOT FUNDED","₳1,389,022","Approval Threshold"
"Empowering Blockchain Literacy for Global Cardano Adoption","210","₳23,564,294","₳14,042,888","NO","₳197,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Skin in the Game and Agency Theory","202","₳23,395,820","₳15,385,632","NO","₳40,400","NOT FUNDED","₳1,389,022","Approval Threshold"
"Elevating and Standardizing Impact Measurement of Businesses and Tokenized Assets for Cardano and the greater Web3 Ecosystem","217","₳23,264,737","₳17,052,689","NO","₳66,622","NOT FUNDED","₳1,389,022","Approval Threshold"
"SWARM Treasury PBL","226","₳22,901,976","₳18,127,726","NO","₳70,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano-Powered Blockchain Education Initiative: Bridging Coding Education Gaps in Northern Nigeria","188","₳22,897,187","₳11,213,966","NO","₳50,778","NOT FUNDED","₳1,389,022","Approval Threshold"
"[selfdriven|5] Path to Decentralised Self-Driven Learning Communities (Sociological Research/Systems Theory)","188","₳22,821,802","₳11,540,818","NO","₳32,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Blockchain na Escola | Cardano Curriculum for High Schools","190","₳22,709,437","₳12,937,389","NO","₳78,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Breaking the language barrier: English training for 100 on-boarded French-speaker students in GOMA to foster participation in the ecosystem.","207","₳22,662,822","₳11,473,156","NO","₳26,050","NOT FUNDED","₳1,389,022","Approval Threshold"
"Incorponation - Enhancement of a country finder tool for Cardano projects","192","₳22,660,329","₳19,190,644","NO","₳179,771","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Peace Marathon 1.0","219","₳22,657,895","₳20,630,462","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"DLT360: FUNDING & Business based on EU Digital Decade 2030","192","₳22,628,665","₳16,873,100","NO","₳100,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano for Leos","211","₳22,557,266","₳15,834,421","NO","₳29,650","NOT FUNDED","₳1,389,022","Approval Threshold"
"""Web3 Lovers"" - A crypto-themed techno song with music video featuring Cardano's branding","228","₳22,523,835","₳18,770,869","NO","₳35,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"🇻🇳 Cardano Coffee Lounge in Universities","244","₳22,502,130","₳20,544,200","NO","₳40,480","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Guide - A one-stop guide for everyone.","213","₳22,468,791","₳13,252,487","NO","₳68,207","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Coffe Shop In Ethiopia","260","₳22,455,760","₳49,524,478","NO","₳198,180","NOT FUNDED","₳1,389,022","Approval Threshold"
"Educational Center for Ecoturism and Cardano Ecosystem Learning for Spanish Speakers.","228","₳22,427,830","₳19,820,363","NO","₳175,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"""In The Smart Contract"" - A web3-themed techno song with music video featuring Cardano's branding","239","₳22,371,777","₳19,710,110","NO","₳35,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Talk: Create online conversations about Cardano ecosystems","205","₳22,359,135","₳14,044,477","NO","₳20,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Xertificate.io - combat credential fraud & drive digital adoption worldwide","193","₳22,250,106","₳11,442,789","NO","₳70,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Advancing Community Governance Tooling on Andamio","205","₳22,241,087","₳16,325,335","NO","₳109,400","NOT FUNDED","₳1,389,022","Approval Threshold"
"[selfdriven|1] Integrating SSI, DID, and Soulbound Tokens with the Selfdriven educational framework for transformative education and credentialing. (Scientific Research)","198","₳22,236,704","₳15,414,310","NO","₳45,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Clarified: Transforming Perceptions with Engaging Research-Tested Video Content","200","₳22,127,827","₳18,495,859","NO","₳150,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Purpose Built Philanthropic Social Club","191","₳21,966,137","₳17,450,976","NO","₳135,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Book Translation Project: Amharic Edition","193","₳21,923,565","₳13,296,056","NO","₳64,490","NOT FUNDED","₳1,389,022","Approval Threshold"
"The GOMA Wada Hub onboarding Students program","202","₳21,703,633","₳11,598,854","NO","₳38,800","NOT FUNDED","₳1,389,022","Approval Threshold"
"Dyana : Cardano onboarding through interactive fiction","198","₳21,640,117","₳22,083,247","NO","₳40,870","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano DAO Tools for Professional Groups","202","₳21,572,271","₳14,904,220","NO","₳58,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Utilize the 1st Cardano webcomic to make the 1st fun and addictive educational webcomic series about Cardano ecosystem (Engish, Japanese, Vietnamese)","225","₳21,466,097","₳19,157,078","NO","₳134,696","NOT FUNDED","₳1,389,022","Approval Threshold"
"AdaVocacy for Ugandan Universities","201","₳21,435,239","₳13,081,510","NO","₳67,570","NOT FUNDED","₳1,389,022","Approval Threshold"
"State of the DAO | Embedding Cardano in the New World Paradigm","223","₳21,365,612","₳20,946,936","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"French prestigious engineers students for Catalyst","200","₳21,359,371","₳11,231,275","NO","₳24,135","NOT FUNDED","₳1,389,022","Approval Threshold"
"Pop Up World Blog -""Why Cardano?"" - Blog, Book and Documentary - Digital Content.","195","₳21,333,182","₳17,997,331","NO","₳193,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano's Premiere Virtual Conference","199","₳21,230,812","₳11,142,298","NO","₳80,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"CARDANO BLOCKCHAIN CHALLENGE IN DRC","210","₳21,110,058","₳13,176,648","NO","₳37,700","NOT FUNDED","₳1,389,022","Approval Threshold"
"2 Cardano Workshops for secondary students and 1 Cardano Picture Book (both inspired by the japanese Course of Study guideline | 学習指導要領)","212","₳20,902,602","₳13,865,469","NO","₳86,040","NOT FUNDED","₳1,389,022","Approval Threshold"
"Community Decentralisation Index - Measuring the Decentralisation of Blockchain Communities","212","₳20,732,148","₳21,427,796","NO","₳153,735","NOT FUNDED","₳1,389,022","Approval Threshold"
"Blockchain-Servitization Hub: Empowering African Startups","201","₳20,726,643","₳21,741,070","NO","₳120,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"EMU Wants To Know Cardano","195","₳20,717,068","₳14,646,358","NO","₳26,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"InDIDgenous SSI Education for South Pacific communities","209","₳20,686,612","₳29,530,905","NO","₳177,100","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardamania - educative board game","228","₳20,305,099","₳22,443,817","NO","₳181,674","NOT FUNDED","₳1,389,022","Approval Threshold"
"Discover Cardano - Monthly events","244","₳20,177,464","₳20,822,705","NO","₳150,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Operations of the 'US Federal Blockchain PAC' a continued F8 Special Project","226","₳20,011,171","₳22,636,208","NO","₳145,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Gamefied Educational Content","228","₳19,874,029","₳19,902,543","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"AMA with Cross-Chain Communities (part 2)","198","₳19,814,677","₳15,121,733","NO","₳16,392","NOT FUNDED","₳1,389,022","Approval Threshold"
"Leadership Academy Book Club (Season 3)","198","₳19,768,885","₳15,173,056","NO","₳24,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano discussion podcast: Cardano's Eye-Opener!","205","₳19,733,706","₳17,588,519","NO","₳38,395","NOT FUNDED","₳1,389,022","Approval Threshold"
"Burgermania : Animated Learning Series","193","₳19,501,008","₳15,598,126","NO","₳39,325","NOT FUNDED","₳1,389,022","Approval Threshold"
"POD - People of Determination","192","₳19,453,289","₳12,395,865","NO","₳80,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Servitization-Blockchain Accelerator: Revolutionizing Business Models","192","₳19,205,526","₳20,852,560","NO","₳150,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Virtual Chief Happiness Officer for Cardano Builders","210","₳19,149,833","₳16,058,271","NO","₳15,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Fund my Thesis: A research proposal on the ""Impact of cardano blockchain on farmers in the Agricultural sector""","208","₳19,121,893","₳16,398,982","NO","₳15,650","NOT FUNDED","₳1,389,022","Approval Threshold"
"Empowering Cardano Communities Worldwide through Comprehensive Ecosystem Development","222","₳18,917,936","₳21,015,954","NO","₳150,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Establish Coin Media","201","₳18,753,415","₳16,103,359","NO","₳29,500","NOT FUNDED","₳1,389,022","Approval Threshold"
"MemeVid ADA: The Cardano Comedy Hour","204","₳18,708,466","₳15,801,560","NO","₳56,968","NOT FUNDED","₳1,389,022","Approval Threshold"
"Adawell DAO: Wellness Initiatives on Cardano DAO Tools","198","₳18,560,262","₳14,071,188","NO","₳15,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"dRep Educational Summit - fostering community participation","214","₳18,480,703","₳16,352,496","NO","₳15,940","NOT FUNDED","₳1,389,022","Approval Threshold"
"Just a new meme coin for fun art and artist communities","230","₳18,288,522","₳30,171,481","NO","₳129,667","NOT FUNDED","₳1,389,022","Approval Threshold"
"""DRMZ Academy! Grow the Cardano Ecosystem through College Workshops""","196","₳18,230,486","₳25,810,309","NO","₳41,447","NOT FUNDED","₳1,389,022","Approval Threshold"
"CREATION OF A CARDANO CLUB IN BUKAVU CITY IN DR CONGO","205","₳17,929,139","₳15,771,528","NO","₳31,584","NOT FUNDED","₳1,389,022","Approval Threshold"
"Tertiary Blockchain Education and Onboarding","187","₳17,913,562","₳13,896,994","NO","₳33,050","NOT FUNDED","₳1,389,022","Approval Threshold"
"The Mission - Art Gallery and Auction House","195","₳17,640,794","₳23,552,350","NO","₳100,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Community Growth: Enhanced Audits & Impact Metrics for Funded African Proposals","204","₳17,475,429","₳19,196,877","NO","₳114,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"SHREDDAZ: CNFTs & Mobile Game for Jamaica's Skateboarding Community & their OLYMPIC Journey to Paris!","246","₳17,227,062","₳31,698,465","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Harmonie NFT Galerie: Physical Gallery & Digital Signage Solutions in Shopping Malls for Cardano NFTs: artists, advertisements, and more","192","₳17,199,592","₳18,570,270","NO","₳125,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Pop-up Network State BioCircular Economy Initiative","227","₳17,155,363","₳28,459,603","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Educating Worldwide: LateGame Crypto","192","₳17,049,802","₳18,376,495","NO","₳115,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Writing the Cardano ebook for Vietnamese people included: All basic knowledge about Cardano to newbies","234","₳17,034,579","₳17,925,699","NO","₳23,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Artist Incubation Program for Digital Art Growth","227","₳16,940,911","₳22,707,681","NO","₳160,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Web3Galaxy Blockchain Club","185","₳16,640,438","₳16,087,417","NO","₳20,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Block House Cardano Community","200","₳16,445,507","₳19,081,719","NO","₳150,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Nakamoto Scouts -> Describing decentralization from Buzz to Fact","180","₳16,200,032","₳17,577,693","NO","₳99,400","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Debate: 104 Meetup/Spaces","228","₳16,042,624","₳17,834,490","NO","₳61,579","NOT FUNDED","₳1,389,022","Approval Threshold"
"Bridging Gastronomy and Blockchain","225","₳15,393,148","₳27,020,278","NO","₳180,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Konma Xperience: A Community-Driven Blockchain Hub for Food, Art, and Lifestyle Innovation","198","₳15,382,766","₳20,848,036","NO","₳120,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Rational management of plastic waste in the nyiragongo territory","192","₳15,375,526","₳19,232,293","NO","₳58,500","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano ecosystem get a physical and mental healthier with yoga","210","₳15,201,634","₳21,689,109","NO","₳21,495","NOT FUNDED","₳1,389,022","Approval Threshold"
"CardanoBR Media: a mechanism for attracting, converting, and leveling users' knowledge about the Cardano Ecosystem by tracking their journey in a Learning Funnel","194","₳14,771,261","₳20,564,067","NO","₳118,512","NOT FUNDED","₳1,389,022","Approval Threshold"
