proposal_id,fund,year,title,challenge,pillar,pillar_name,subcategory,classification_confidence,classification_basis,currency,amount_requested,amount_received,funding_status,project_status,funded,delivered
f08-carnivilla-market-space-f8,8,2022,Carnivilla Market Space,F8: Scale-UP Cardano's Community Hubs,P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,25000.0,,not_approved,unfunded,False,False
f08-carpool-educationonboarding-system-f8,8,2022,CarPool Education/Onboarding System,F8: Miscellaneous Challenge,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,USD,75000.0,,over_budget,unfunded,False,False
f08-catalyst-africa-town-hall-cath-f8,8,2022,Catalyst Africa Town Hall (CATH),"F8: Grow Africa, Grow Cardano",P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,9800.0,9800.0,approved,complete,True,True
f08-catalyst-audit-circle-f8,8,2022,Catalyst Audit Circle,F8: Improve and Grow Auditability,P3,Governance,governance-systems,high,challenge,USD,19900.0,,over_budget,unfunded,False,False
f08-catalyst-circle-funding-mechanism-f8,8,2022,Catalyst Circle - Funding Mechanism,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,37500.0,37500.0,approved,complete,True,True
f08-catalyst-community-accelerator-f8,8,2022,Catalyst Community Accelerator,F8: Miscellaneous Challenge,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,USD,60000.0,,over_budget,unfunded,False,False
f08-catalyst-facilitators-collective-f8,8,2022,Catalyst Facilitators’ Collective,F8: Miscellaneous Challenge,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,USD,29540.0,29540.0,approved,complete,True,True
f08-catalyst-gps-f8,8,2022,Catalyst GPS,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,24000.0,24000.0,approved,complete,True,True
f08-catalyst-heartbeat-f8,8,2022,Catalyst HeartBeat,F8: Developer Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,7115.0,,over_budget,unfunded,False,False
f08-catalyst-resource-in-swahili-f8,8,2022,CATALYST RESOURCE IN SWAHILI,"F8: Grow Africa, Grow Cardano",P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,5000.0,5000.0,approved,complete,True,True
f08-catalyst-streaming-guild-f8,8,2022,Catalyst Streaming Guild,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,19900.0,,not_approved,unfunded,False,False
f08-catalyst-swarm-mediamarketing-lab-f8,8,2022,Catalyst Swarm Media&Marketing Lab,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,49500.0,,over_budget,unfunded,False,False
f08-catalyst-swarm-operations-f8,8,2022,Catalyst Swarm Operations,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,41000.0,41000.0,approved,complete,True,True
f08-catalyst-swarmlabs-f8,8,2022,Catalyst SwarmLabs,F8: Developer Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,150000.0,,over_budget,unfunded,False,False
f08-catalyst-treasury-guild-f8,8,2022,Catalyst Treasury Guild,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,70000.0,,over_budget,unfunded,False,False
f08-catalystcon-2022-f8,8,2022,CatalystCon 2022,F8: Miscellaneous Challenge,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,USD,28000.0,28000.0,approved,complete,True,True
f08-cats-community-advisor-triage-sys-f8,8,2022,CATS Community Advisor Triage Sys.,F8: New Member Onboarding,P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,6300.0,,not_approved,unfunded,False,False
f08-cauth-ssi-oauth-by-aim-f8,8,2022,cAuth (SSI & oAuth) by AIM,F8: Self-Sovereign Identity,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,57000.0,,over_budget,unfunded,False,False
f08-cavca-treasury-for-rapid-funding-f8,8,2022,CA/VCA Treasury for Rapid Funding,F8: Community Advisor Improvements,P3,Governance,governance-systems,high,challenge,USD,30000.0,30000.0,approved,complete,True,True
f08-cbilling-cardano-billing-dapp-f8,8,2022,cBilling - Cardano Billing DApp,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,49150.0,49150.0,approved,complete,True,True
f08-ccv3-members-are-professionals-too-f8,8,2022,CCv3 members are professionals too,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,45000.0,,not_approved,unfunded,False,False
f08-chains-nft-development-f8,8,2022,CHAINS NFT DEVELOPMENT,F8: Developer Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,40000.0,,not_approved,unfunded,False,False
f08-chamber-of-digital-commerce-for-f8,8,2022,Chamber of Digital Commerce for ...,F8: Lobbying for favorable legislation,P3,Governance,governance-systems,high,challenge,USD,30000.0,30000.0,approved,complete,True,True
f08-charity-dao-f8,8,2022,Charity DAO,F8: Miscellaneous Challenge,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,USD,50000.0,,over_budget,unfunded,False,False
f08-chatting-dapp-using-blockchain-f8,8,2022,Chatting Dapp using Blockchain,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,1000.0,0.0,approved,in_progress,True,False
f08-checkpoint-blockchain-editorial-f8,8,2022,Checkpoint: Blockchain Editorial,F8: Gamers On - Chained,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,55000.0,,over_budget,unfunded,False,False
f08-checkpoint-content-hub-f8,8,2022,Checkpoint Content Hub,F8: Scale-UP Cardano's Community Hubs,P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,25000.0,,not_approved,unfunded,False,False
f08-checkpoint-learning-and-media-f8,8,2022,Checkpoint Learning and Media,F8: Film + Media (FAM) creatives unite!,P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,12000.0,,over_budget,unfunded,False,False
f08-checkpoint-metaverse-f8,8,2022,Checkpoint Metaverse,F8: Business Solutions (B2B & B2C),P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,80000.0,,over_budget,unfunded,False,False
f08-children-write-african-stories-f8,8,2022,Children write African Stories,"F8: Grow Africa, Grow Cardano",P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,20000.0,,not_approved,unfunded,False,False
f08-china-info-hub-continued-dumpling-f8,8,2022,China Info Hub Continued- Dumpling,F8: Scale-UP Cardano's Community Hubs,P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,13550.0,13550.0,approved,complete,True,True
f08-cip-editor-time-sebastien-for-1year-f8,8,2022,CIP Editor time Sebastien for 1year,F8: Open Standards & Interoperability,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,20000.0,20000.0,approved,complete,True,True
f08-circle-governance-administration-f8,8,2022,Circle Governance & Administration,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,107200.0,,over_budget,unfunded,False,False
f08-citizen-assemblies-f8,8,2022,Citizen Assemblies,F8: Nation Building Dapps,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,40800.0,,over_budget,unfunded,False,False
f08-clarity-dao-incubator-f8,8,2022,Clarity DAO Incubator,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,70000.0,,over_budget,unfunded,False,False
f08-clean-water-helping-carbon-neutral-f8,8,2022,"Clean Water helping, carbon neutral",F8: Miscellaneous Challenge,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,USD,37951.0,,over_budget,unfunded,False,False
f08-clinical-trials-patient-recruitment-f8,8,2022,Clinical trials patient recruitment,F8: Business Solutions (B2B & B2C),P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,200000.0,,over_budget,unfunded,False,False
f08-cnft-festival-japan-meets-the-west-f8,8,2022,CNFT Festival Japan Meets the West,"F8: Grow East Asia, Grow Cardano",P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,15000.0,15000.0,approved,complete,True,True
f08-cnft-taco-tuesday-food-truck-f8,8,2022,CNFT Taco Tuesday Food Truck,F8: Miscellaneous Challenge,P2,Adoption & Utility,defi-and-payments,medium,proposal-text,USD,50000.0,,over_budget,unfunded,False,False
f08-cnftfolio-cnfts-portfolio-tracker-f8,8,2022,CNFTfolio #CNFTs Portfolio Tracker,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,34400.0,,over_budget,unfunded,False,False
f08-cnfts-for-afforestation-in-india-f8,8,2022,CNFTs for afforestation in India,"F8: Grow India, Grow Cardano",P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,25000.0,25000.0,approved,in_progress,True,False
f08-co-regulation-not-red-flag-laws-f8,8,2022,"Co-regulation, not Red-Flag laws",F8: Lobbying for favorable legislation,P3,Governance,governance-systems,high,challenge,USD,150000.0,,over_budget,unfunded,False,False
f08-codesign-blockchain4good-principles-f8,8,2022,Codesign blockchain4good Principles,F8: Open Standards & Interoperability,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,2500.0,,not_approved,unfunded,False,False
f08-collective-wellbeing-via-cardano-f8,8,2022,Collective Wellbeing via Cardano 🍄,F8: Miscellaneous Challenge,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,USD,15000.0,,over_budget,unfunded,False,False
f08-colombian-congress-cardano-f8,8,2022,Colombian Congress Cardano,F8: Lobbying for favorable legislation,P3,Governance,governance-systems,high,challenge,USD,8000.0,6857.0,approved,in_progress,True,False
f08-commonwealthunescapcatalystimpact-f8,8,2022,Commonwealth+UNESCAP+CatalystImpact,F8: Lobbying for favorable legislation,P3,Governance,governance-systems,high,challenge,USD,29600.0,,over_budget,unfunded,False,False
f08-communal-marketing-spaces-f8,8,2022,Communal Marketing Spaces,F8: Business Solutions (B2B & B2C),P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,25000.0,,over_budget,unfunded,False,False
f08-community-advisors-marketing-blitz-f8,8,2022,Community Advisors Marketing Blitz,F8: Community Advisor Improvements,P3,Governance,governance-systems,high,challenge,USD,9500.0,9500.0,approved,complete,True,True
f08-community-and-content-accessibilty-f8,8,2022,Community and Content Accessibilty,F8: Open Standards & Interoperability,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,45000.0,,not_approved,unfunded,False,False
f08-community-berlin-as-a-franchise-f8,8,2022,Community Berlin as a franchise,F8: Scale-UP Cardano's Community Hubs,P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,10000.0,,not_approved,unfunded,False,False
f08-community-collaboration-standards-f8,8,2022,Community collaboration standards,F8: Open Standards & Interoperability,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,35000.0,35000.0,approved,complete,True,True
f08-community-driven-volunteering-f8,8,2022,Community Driven Volunteering,"F8: Grow Africa, Grow Cardano",P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,50000.0,,not_approved,unfunded,False,False
f08-community-governance-oversight-f8,8,2022,Community Governance Oversight,F8: Improve and Grow Auditability,P3,Governance,governance-systems,high,challenge,USD,34300.0,34300.0,approved,complete,True,True
f08-community-hubs-impact-accelerator-f8,8,2022,Community Hubs Impact Accelerator,F8: Scale-UP Cardano's Community Hubs,P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,19800.0,,over_budget,unfunded,False,False
f08-community-lead-generation-f8,8,2022,Community Lead Generation,F8: Business Solutions (B2B & B2C),P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,29000.0,29000.0,approved,complete,True,True
f08-communitygrowthacceleratordao-f8,8,2022,CommunityGrowthAcceleratorDAO,F8: Nation Building Dapps,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,35000.0,,over_budget,unfunded,False,False
f08-company-privacy-ledger-gdpr-ccpa-f8,8,2022,"Company privacy ledger (GDPR, CCPA)",F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,81300.0,81300.0,approved,complete,True,True
f08-connect-projects-with-developers-f8,8,2022,Connect projects with developers,F8: The Great Migration (from Ethereum),P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,39712.0,,over_budget,unfunded,False,False
f08-connect-the-unconnected-through-art-f8,8,2022,Connect the unconnected through art,"F8: Grow Africa, Grow Cardano",P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,30000.0,,not_approved,unfunded,False,False
f08-connecting-asian-voter-and-proposer-f8,8,2022,Connecting Asian Voter and Proposer,F8: New Member Onboarding,P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,15000.0,15000.0,approved,complete,True,True
f08-connecting-tabletop-games-cardano-f8,8,2022,Connecting Tabletop Games & Cardano,F8: Gamers On - Chained,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,63000.0,35000.0,over_budget,complete,False,False
f08-consenz-legislation-co-creation-f8,8,2022,Consenz: Legislation Co-Creation,F8: Lobbying for favorable legislation,P3,Governance,governance-systems,high,challenge,USD,13500.0,8100.0,approved,in_progress,True,False
f08-content-insights-multi-channel-f8,8,2022,Content & Insights: Multi-Channel,F8: New Member Onboarding,P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,8200.0,8200.0,approved,complete,True,True
f08-contracts-as-a-service-f8,8,2022,Contracts as a Service,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,97330.0,,over_budget,unfunded,False,False
f08-contributor-infrastructure-analysis-f8,8,2022,Contributor Infrastructure Analysis,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,39200.0,,over_budget,unfunded,False,False
f08-control-your-data-prism-profila-f8,8,2022,Control your data - PRISM (Profila),F8: Self-Sovereign Identity,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,67500.0,,over_budget,unfunded,False,False
f08-control-your-data-via-prism-part-2-f8,8,2022,Control your data via PRISM part 2,F8: Accelerate Decentralized Identity,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,67500.0,67500.0,approved,in_progress,True,False
f08-control-your-data-w-profila-part-2-f8,8,2022,Control your data w Profila part 2,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,79500.0,79500.0,approved,complete,True,True
f08-coopercrypto-f8,8,2022,Coopercrypto,F8: Cross-Chain Collaboration,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,20000.0,,over_budget,unfunded,False,False
f08-cost-of-listing-on-an-exchange-f8,8,2022,Cost of listing on an exchange.,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,25000.0,,not_approved,unfunded,False,False
f08-cotalker-integration-f8,8,2022,Cotalker integration,F8: Business Solutions (B2B & B2C),P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,100000.0,100000.0,approved,complete,True,True
f08-coupon-application-couponiumio-f8,8,2022,"Coupon Application ""Couponium.io""",F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,40500.0,,over_budget,unfunded,False,False
f08-courses-education-crypto-mktplace-f8,8,2022,Courses & Education Crypto MKTPLACE,F8: Miscellaneous Challenge,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,USD,33500.0,,over_budget,unfunded,False,False
f08-create-cardano-app-f8,8,2022,Create Cardano App,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,35000.0,,over_budget,unfunded,False,False
f08-credential-based-token-eg-kyc-f8,8,2022,"Credential-based token, e.g. KYC",F8: Self-Sovereign Identity,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,34668.0,34668.0,approved,complete,True,True
f08-credentials-and-p2pdecentralized-id-f8,8,2022,Credentials and P2PDecentralized ID,F8: Accelerate Decentralized Identity,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,26000.0,,not_approved,unfunded,False,False
f08-credwise-f8,8,2022,Credwise,"F8: Grow India, Grow Cardano",P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,150000.0,,not_approved,unfunded,False,False
f08-creport-catalyst-analyzer-kpis-f8,8,2022,cReport - Catalyst analyzer & KPIs,F8: Improve and Grow Auditability,P3,Governance,governance-systems,high,challenge,USD,28420.0,28420.0,approved,complete,True,True
f08-cross-chain-ambassadors-v-10-f8,8,2022,Cross-Chain Ambassadors (v 1.0),F8: Cross-Chain Collaboration,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,7500.0,,over_budget,unfunded,False,False
f08-cross-chain-connectorsearch-engine-f8,8,2022,Cross-Chain Connector|Search Engine,F8: Cross-Chain Collaboration,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,50000.0,43750.0,approved,in_progress,True,False
f08-cross-chain-impact-lead-generator-f8,8,2022,Cross-Chain Impact Lead Generator,F8: Cross-Chain Collaboration,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,29000.0,29000.0,approved,complete,True,True
f08-cross-chain-multiverse-travel-f8,8,2022,Cross Chain Multiverse Travel,F8: Cross-Chain Collaboration,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,32000.0,,over_budget,unfunded,False,False
f08-cross-chain-networking-events-ext-f8,8,2022,Cross-Chain Networking Events EXT,F8: Cross-Chain Collaboration,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,20000.0,,not_approved,unfunded,False,False
f08-cross-chain-nft-conference-oxbat-f8,8,2022,Cross-Chain NFT Conference OxBAT,F8: Cross-Chain Collaboration,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,8320.0,8320.0,approved,complete,True,True
f08-crowd-funding-platform-with-ada-f8,8,2022,Crowd funding platform with ADA.,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,55000.0,,over_budget,unfunded,False,False
f08-crowdfunding-with-inbuilt-mediation-f8,8,2022,Crowdfunding with inbuilt mediation,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,10000.0,10000.0,approved,complete,True,True
f08-crypto-banking-f8,8,2022,Crypto banking,F8: Business Solutions (B2B & B2C),P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,50000.0,,over_budget,unfunded,False,False
f08-crypto-talent-marketplace-f8,8,2022,Crypto Talent Marketplace,F8: Cross-Chain Collaboration,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,23000.0,,not_approved,unfunded,False,False
f08-cultural-tourism-beyond-borders-f8,8,2022,Cultural Tourism - Beyond Borders,F8: Business Solutions (B2B & B2C),P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,84000.0,,over_budget,unfunded,False,False
f08-curb-crime-by-capturing-data-f8,8,2022,Curb Crime by capturing Data,F8: Nation Building Dapps,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,20000.0,,over_budget,unfunded,False,False
f08-d-bet-decentralized-betting-dapp-f8,8,2022,d-BET: Decentralized betting Dapp,F8: Gamers On - Chained,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,21000.0,,over_budget,unfunded,False,False
f08-d-cargo-decentralized-cargo-dapp-f8,8,2022,d-Cargo: Decentralized Cargo Dapp,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,9000.0,,over_budget,unfunded,False,False
f08-d-edtech-platform-dapp-for-latam-f8,8,2022,d-edTech Platform dApp for LatAm,F8: Nation Building Dapps,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,26000.0,,over_budget,unfunded,False,False
f08-dao-displays-for-public-spaces-f8,8,2022,DAO Displays for Public Spaces,F8: Nation Building Dapps,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,28750.0,28750.0,approved,complete,True,True
f08-dao-net-a2t-marketing-f8,8,2022,DAO-NET & A2T Marketing,F8: Miscellaneous Challenge,P4,Community & Ecosystem Growth,community-and-regional-growth,medium,proposal-text,USD,33000.0,,over_budget,unfunded,False,False
f08-dao-net-a2t-sidechain-design-f8,8,2022,DAO-NET & A2T Sidechain Design,F8: Cardano scaling solutions,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,26000.0,20800.0,approved,in_progress,True,False
f08-dao-net-dao-atala-prism-dids-f8,8,2022,DAO-NET: DAO Atala Prism DIDs,F8: Accelerate Decentralized Identity,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,72000.0,,over_budget,unfunded,False,False
f08-dao-net-dao-token-market-f8,8,2022,DAO-NET: DAO Token Market,F8: Business Solutions (B2B & B2C),P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,19000.0,13571.0,approved,in_progress,True,False
f08-dao-net-development-funder-f8,8,2022,DAO-NET: Development Funder,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,64000.0,,over_budget,unfunded,False,False
f08-dao-net-sybil-defense-by-zkp-f8,8,2022,DAO-NET: Sybil Defense by ZKP,F8: Self-Sovereign Identity,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,61000.0,,not_approved,unfunded,False,False
f08-dao-net-voting-dapp-f8,8,2022,DAO-NET: Voting Dapp,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,45000.0,,over_budget,unfunded,False,False
f08-dapp-for-tech-repairers-f8,8,2022,DApp for Tech Repairers,F8: Nation Building Dapps,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,74500.0,,over_budget,unfunded,False,False
f08-dapp-market-for-tickets-and-events-f8,8,2022,dApp Market for Tickets and Events,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,150000.0,,over_budget,unfunded,False,False
f08-dapp-water-quality-platform-f8,8,2022,Dapp: Water Quality Platform,F8: Nation Building Dapps,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,115000.0,92000.0,approved,in_progress,True,False
f08-data-marketplace-exchange-dapp-f8,8,2022,Data Marketplace & Exchange Dapp,F8: Business Solutions (B2B & B2C),P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,325000.0,,not_approved,unfunded,False,False
f08-db-sync-replacement-in-oura-f8,8,2022,db-sync replacement in Oura,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,35000.0,35000.0,approved,complete,True,True
f08-dcorps-digital-company-registry-f8,8,2022,DCorps - Digital company registry,F8: Self-Sovereign Identity,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,39000.0,39000.0,approved,complete,True,True
f08-de-application-and-tender-filing-f8,8,2022,De. Application and Tender filing,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,25000.0,,not_approved,unfunded,False,False
f08-decentralize-impact-f8,8,2022,Decentralize Impact,"F8: Grow Africa, Grow Cardano",P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,25000.0,,over_budget,unfunded,False,False
f08-decentralized-ai-drug-development-f8,8,2022,Decentralized AI Drug Development,F8: Business Solutions (B2B & B2C),P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,56000.0,42000.0,approved,in_progress,True,False
f08-decentralized-auction-platform-f8,8,2022,Decentralized Auction Platform,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,102984.0,,over_budget,unfunded,False,False
f08-decentralized-autonomous-iddir-f8,8,2022,Decentralized Autonomous Iddir,F8: Accelerate Decentralized Identity,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,24000.0,,over_budget,unfunded,False,False
f08-decentralized-cinema-festival-f8,8,2022,Decentralized Cinema Festival,F8: Film + Media (FAM) creatives unite!,P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,35000.0,,over_budget,unfunded,False,False
f08-decentralized-community-chat-server-f8,8,2022,Decentralized Community Chat Server,F8: Open Source Development Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,30000.0,,over_budget,unfunded,False,False
f08-decentralized-linkedin-link-start-f8,8,2022,"Decentralized LinkedIn, Link Start",F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,10000.0,,over_budget,unfunded,False,False
f08-decentralized-metaverse-mall-dmm-f8,8,2022,Decentralized Metaverse Mall - DMM,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,76320.0,76320.0,approved,complete,True,True
f08-decentralized-music-platform-f8,8,2022,Decentralized Music Platform,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,100000.0,100000.0,approved,complete,True,True
f08-decentralized-physics-simulations-f8,8,2022,Decentralized Physics Simulations,F8: Miscellaneous Challenge,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,USD,28000.0,21000.0,approved,in_progress,True,False
f08-decentralized-physics-tokenomics-f8,8,2022,Decentralized Physics Tokenomics,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,8000.0,,over_budget,unfunded,False,False
f08-decentralized-redis-state-channels-f8,8,2022,Decentralized REDIS state channels,F8: Cardano scaling solutions,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,80000.0,80000.0,approved,complete,True,True
f08-decentralized-social-network-f8,8,2022,Decentralized Social Network,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,78000.0,,not_approved,unfunded,False,False
f08-decentralized-token-distribution-f8,8,2022,Decentralized Token Distribution,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,83000.0,,over_budget,unfunded,False,False
f08-decentralized-trading-and-finance-f8,8,2022,Decentralized Trading and Finance,F8: Business Solutions (B2B & B2C),P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,45000.0,,over_budget,unfunded,False,False
f08-decentralizing-government-f8,8,2022,Decentralizing Government,F8: Nation Building Dapps,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,28400.0,25244.0,approved,in_progress,True,False
f08-decriminalize-decentralize-f8,8,2022,Decriminalize & Decentralize 🍄🌺☮️,F8: Miscellaneous Challenge,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,USD,3703.0,,over_budget,unfunded,False,False
f08-defi-hackathon-f8,8,2022,DeFi hackathon,F8: DApps and Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,40000.0,26667.0,approved,in_progress,True,False
f08-defi-should-be-more-fun-on-scaling-f8,8,2022,DEFI SHOULD BE MORE FUN ON SCALING,F8: Cardano scaling solutions,P1,Infrastructure & Research Excellence,protocol-and-infrastructure,high,challenge,USD,47250.0,47250.0,approved,complete,True,True
f08-demetergift-f8,8,2022,DemeterGift,"F8: Grow Africa, Grow Cardano",P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,60000.0,,over_budget,unfunded,False,False
f08-demetergift-f8-a201bf30,8,2022,DemeterGift,F8: Accelerate Decentralized Identity,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,60000.0,,over_budget,unfunded,False,False
f08-destination-cardano-f8,8,2022,Destination CARDANO,F8: New Member Onboarding,P4,Community & Ecosystem Growth,community-and-talent,high,challenge,USD,15000.0,,not_approved,unfunded,False,False
f08-developer-conferences-in-s-africa-f8,8,2022,Developer Conferences in S Africa,F8: Developer Ecosystem,P2,Adoption & Utility,products-and-developer-experience,high,challenge,USD,159000.0,,not_approved,unfunded,False,False
